               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 100,            0.018254,             0.01021,          0.00084684,             0.59782,             0.59218,             0.54487,             0.33657,            0.032063,             0.02361,            0.011845,           0.0080002,           0.0080002,              0.0273
                 101,            0.015992,           0.0097138,          0.00088796,             0.54885,             0.67342,             0.54988,             0.34205,            0.031553,            0.022893,            0.012106,           0.0080781,           0.0080781,            0.026578
                 102,            0.017601,            0.010327,          0.00099355,             0.59336,             0.59963,               0.562,             0.35349,            0.031111,            0.022062,            0.012369,            0.008156,            0.008156,            0.025856
                 103,            0.018772,           0.0096793,          0.00078183,             0.59954,             0.64317,              0.5718,             0.36386,            0.030405,            0.021099,            0.012467,           0.0082338,           0.0082338,            0.025134
                 104,            0.020343,            0.010465,          0.00097014,             0.60244,             0.65901,             0.58706,             0.36515,            0.030956,            0.020161,             0.01227,           0.0083116,           0.0083116,            0.024412
                 105,            0.018938,            0.010196,           0.0010227,             0.56089,             0.65192,             0.57565,             0.36383,            0.030674,            0.020678,            0.012932,           0.0083893,           0.0083893,            0.023689
                 106,            0.019742,            0.010432,           0.0014123,              0.5618,             0.64663,              0.5628,             0.35398,            0.031492,            0.021816,            0.012633,            0.008467,            0.008467,            0.022967
                 107,            0.018423,           0.0094544,           0.0009809,             0.58347,             0.59219,             0.54654,             0.34214,            0.031373,            0.022921,            0.012848,           0.0085446,           0.0085446,            0.022245
                 108,            0.020348,            0.010368,            0.001176,             0.60014,             0.57696,             0.54602,             0.33664,            0.031879,            0.022636,            0.012804,           0.0086222,           0.0086222,            0.021522
                 109,            0.018074,           0.0095661,          0.00098353,             0.58511,             0.60541,             0.56313,             0.35251,            0.032112,            0.021191,            0.012259,           0.0086998,           0.0086998,              0.0208
                 110,            0.018928,           0.0097846,           0.0009062,             0.60827,             0.59205,             0.57777,             0.36256,            0.031276,            0.020223,            0.014825,           0.0087773,           0.0087773,            0.020077
                 111,             0.01837,           0.0099411,            0.001035,             0.62953,             0.61346,             0.58444,             0.35934,            0.031051,             0.01951,            0.015117,           0.0088547,           0.0088547,            0.019355
